id,title,author,text,label,verdict
230,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
231,Breakthrough in Cancer Research Announced,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
232,Shocking Truth About Vaccines Finally Revealed,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
233,Shocking Truth About Vaccines Finally Revealed,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
234,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
235,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
236,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
237,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
238,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
239,NASA Launches New Mars Rover,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
240,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
241,NASA Launches New Mars Rover,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
242,Global Markets Rally Ahead of Fed Meeting,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
243,Global Markets Rally Ahead of Fed Meeting,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
244,Elections 2024: What the Polls Say,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
245,Shocking Truth About Vaccines Finally Revealed,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
246,NASA Launches New Mars Rover,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
247,Global Markets Rally Ahead of Fed Meeting,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
248,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
249,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
250,Shocking Truth About Vaccines Finally Revealed,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
251,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
252,Hillary Clinton Adopts Alien Baby,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
253,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
254,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
255,Hillary Clinton Adopts Alien Baby,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
256,Elections 2024: What the Polls Say,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
257,Shocking Truth About Vaccines Finally Revealed,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
258,UN Holds Emergency Meeting on Climate Change,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
259,NASA Launches New Mars Rover,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
260,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
261,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
262,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
263,UN Holds Emergency Meeting on Climate Change,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
264,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
265,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
266,Clinton Foundation Exposed in Leaked Documents,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
267,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
268,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
269,Hillary Clinton Adopts Alien Baby,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
270,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
271,Shocking Truth About Vaccines Finally Revealed,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
272,Breakthrough in Cancer Research Announced,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
273,Elections 2024: What the Polls Say,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
274,Global Markets Rally Ahead of Fed Meeting,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
275,Shocking Truth About Vaccines Finally Revealed,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
276,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
277,Breakthrough in Cancer Research Announced,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
278,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
279,UN Holds Emergency Meeting on Climate Change,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
280,Breakthrough in Cancer Research Announced,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
281,NASA Launches New Mars Rover,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
282,Shocking Truth About Vaccines Finally Revealed,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
283,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
284,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
285,UN Holds Emergency Meeting on Climate Change,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
286,Global Markets Rally Ahead of Fed Meeting,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
287,Global Markets Rally Ahead of Fed Meeting,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
288,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
289,Hillary Clinton Adopts Alien Baby,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
290,NASA Launches New Mars Rover,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
291,Global Markets Rally Ahead of Fed Meeting,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
292,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
293,UN Holds Emergency Meeting on Climate Change,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
294,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
295,Hillary Clinton Adopts Alien Baby,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
296,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
297,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
298,Global Markets Rally Ahead of Fed Meeting,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
299,Shocking Truth About Vaccines Finally Revealed,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
